strategy,coverage,accepted_mae
RICA2 uncertainty,0.507343124165554,5.913884693238884
RICA2 uncertainty,0.5086782376502003,5.924085408839302
RICA2 uncertainty,0.5100133511348465,5.923887877773825
RICA2 uncertainty,0.5113484646194927,5.927913159637592
RICA2 uncertainty,0.5126835781041389,5.934924127618433
RICA2 uncertainty,0.514018691588785,5.923863467198493
RICA2 uncertainty,0.5153538050734312,5.910053641665437
RICA2 uncertainty,0.5166889185580774,5.897907718647012
RICA2 uncertainty,0.5180240320427236,5.88967311622767
RICA2 uncertainty,0.5193591455273698,5.876020069363454
RICA2 uncertainty,0.520694259012016,5.884625108189118
RICA2 uncertainty,0.5220293724966623,5.876504024078742
RICA2 uncertainty,0.5233644859813084,5.8878489078769505
RICA2 uncertainty,0.5246995994659546,5.875438321625041
RICA2 uncertainty,0.5260347129506008,5.870322714771149
RICA2 uncertainty,0.527369826435247,5.907708652306773
RICA2 uncertainty,0.5287049399198932,5.917796483845309
RICA2 uncertainty,0.5300400534045394,5.924059921663151
RICA2 uncertainty,0.5313751668891856,5.911651301292806
RICA2 uncertainty,0.5327102803738317,5.8976517333708385
RICA2 uncertainty,0.5340453938584779,5.887350013489463
RICA2 uncertainty,0.5353805073431241,5.88138441874741
RICA2 uncertainty,0.5367156208277704,5.92440210627772
RICA2 uncertainty,0.5380507343124166,5.9602185673462635
RICA2 uncertainty,0.5393858477970628,5.977846822698261
RICA2 uncertainty,0.540720961281709,5.967655707809846
RICA2 uncertainty,0.5420560747663551,5.955761479423589
RICA2 uncertainty,0.5433911882510013,5.945120958762944
RICA2 uncertainty,0.5447263017356475,5.934809965219021
RICA2 uncertainty,0.5460614152202937,5.924061866096041
RICA2 uncertainty,0.5473965287049399,5.915152322746814
RICA2 uncertainty,0.5487316421895861,5.92925362229728
RICA2 uncertainty,0.5500667556742324,5.9198371227166975
RICA2 uncertainty,0.5514018691588785,5.907864001880943
RICA2 uncertainty,0.5527369826435247,5.904187103663774
RICA2 uncertainty,0.5540720961281709,5.931666259166526
RICA2 uncertainty,0.5554072096128171,5.93180430222428
RICA2 uncertainty,0.5567423230974633,5.942567434853894
RICA2 uncertainty,0.5580774365821095,5.93915609441858
RICA2 uncertainty,0.5594125500667557,5.925319194861805
RICA2 uncertainty,0.5607476635514018,5.926346324125747
RICA2 uncertainty,0.562082777036048,5.94017907152815
RICA2 uncertainty,0.5634178905206942,5.944321301237489
RICA2 uncertainty,0.5647530040053405,5.9432099877366555
RICA2 uncertainty,0.5660881174899867,5.933222195216682
RICA2 uncertainty,0.5674232309746329,5.945270037593735
RICA2 uncertainty,0.5687583444592791,5.95263719889497
RICA2 uncertainty,0.5700934579439252,5.9494686604162075
RICA2 uncertainty,0.5714285714285714,5.94178159119979
RICA2 uncertainty,0.5727636849132176,5.940106043807102
RICA2 uncertainty,0.5740987983978638,5.93079350175951
RICA2 uncertainty,0.57543391188251,5.92333871215772
RICA2 uncertainty,0.5767690253671562,5.928763601498298
RICA2 uncertainty,0.5781041388518025,5.928290742142405
RICA2 uncertainty,0.5794392523364486,5.916273351647646
RICA2 uncertainty,0.5807743658210948,5.907683247316328
RICA2 uncertainty,0.582109479305741,5.904709548190953
RICA2 uncertainty,0.5834445927903872,5.893985054560636
RICA2 uncertainty,0.5847797062750334,5.883591181293776
RICA2 uncertainty,0.5861148197596796,5.87716319364557
RICA2 uncertainty,0.5874499332443258,5.869257461745461
RICA2 uncertainty,0.5887850467289719,5.85854527666641
RICA2 uncertainty,0.5901201602136181,5.845369429639393
RICA2 uncertainty,0.5914552736982643,5.884044387472907
RICA2 uncertainty,0.5927903871829105,5.8853646832783415
RICA2 uncertainty,0.5941255006675568,5.886442783400751
